,,gaps,identities,mismatches,query_length,number_of_gaps,number_of_Ns,alignment_length,got,db,alignment_path
Jaime-virosaurus_cl1_it2.consensus_ivar,MZ766668.1,904,9011,0,9915,0,277,9915,Jaime,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jaime.virosaurus_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Jaime-virosaurus_cl1_it2.consensus_ivar,MN090277.1,907,7598,1522,10027,112,277,10027,Jaime,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jaime.virosaurus_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Jaime-virosaurus_cl26_it2.consensus_ivar,MZ766668.1,404,8474,465,9343,72,222,9343,Jaime,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jaime.virosaurus_cl26_it2.consensus_ivar.vs.MZ766668.1.aln
Jaime-virosaurus_cl26_it2.consensus_ivar,MN090277.1,93,8136,1069,9298,27,222,9298,Jaime,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jaime.virosaurus_cl26_it2.consensus_ivar.vs.MN090277.1.aln
Jon-MN090240_cl0_it2.consensus_ivar,MN090240.1,13,8730,282,9025,3,1,9025,Jon,MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Jon-MN090240_cl0_it2.consensus_ivar,MN090277.1,210,9021,1,9232,210,1,9232,Jon,MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090240_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Jon-MN090240_cl1_it2.consensus_ivar,MN090240.1,7700,1875,74,9649,7066,0,9649,Jon,MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090240_cl1_it2.consensus_ivar.vs.MN090240.1.aln
Jon-MN090240_cl1_it2.consensus_ivar,MN090277.1,7579,2108,10,9697,7114,0,9697,Jon,MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090240_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Jon-MN090277-MN090240_cl0_it2.consensus_ivar,MN090240.1,223,8731,281,9235,3,1,9235,Jon,MN090277-MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090277.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Jon-MN090277-MN090240_cl0_it2.consensus_ivar,MN090277.1,0,9231,1,9232,0,1,9232,Jon,MN090277-MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090277.MN090240_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Jon-MN090277-MN090240_cl1_it2.consensus_ivar,MN090240.1,7699,1875,74,9648,7066,0,9648,Jon,MN090277-MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090277.MN090240_cl1_it2.consensus_ivar.vs.MN090240.1.aln
Jon-MN090277-MN090240_cl1_it2.consensus_ivar,MN090277.1,7578,2108,10,9696,7114,0,9696,Jon,MN090277-MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090277.MN090240_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Jon-MN090277_cl0_it2.consensus_ivar,MN090240.1,223,8731,281,9235,3,1,9235,Jon,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090277_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Jon-MN090277_cl0_it2.consensus_ivar,MN090277.1,0,9231,1,9232,0,1,9232,Jon,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090277_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Jon-MN090277_cl1_it2.consensus_ivar,MN090240.1,7699,1875,74,9648,7066,0,9648,Jon,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090277_cl1_it2.consensus_ivar.vs.MN090240.1.aln
Jon-MN090277_cl1_it2.consensus_ivar,MN090277.1,7578,2108,10,9696,7114,0,9696,Jon,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.MN090277_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Jon-reference_cl0_it2.consensus_ivar,MN090240.1,3655,7129,1758,12542,128,81,12542,Jon,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.reference_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Jon-reference_cl0_it2.consensus_ivar,MN090277.1,3522,7305,1757,12584,170,81,12584,Jon,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.reference_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Jon-reference_cl3_it2.consensus_ivar,MN090240.1,462,8730,282,9474,3,401,9474,Jon,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.reference_cl3_it2.consensus_ivar.vs.MN090240.1.aln
Jon-reference_cl3_it2.consensus_ivar,MN090277.1,239,9069,163,9471,0,401,9471,Jon,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.reference_cl3_it2.consensus_ivar.vs.MN090277.1.aln
Jon-reference_cl43_it2.consensus_ivar,MN090240.1,7699,1875,74,9648,7066,0,9648,Jon,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.reference_cl43_it2.consensus_ivar.vs.MN090240.1.aln
Jon-reference_cl43_it2.consensus_ivar,MN090277.1,7578,2108,10,9696,7114,0,9696,Jon,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.reference_cl43_it2.consensus_ivar.vs.MN090277.1.aln
Jon-virosaurus_cl0_it2.consensus_ivar,MN090240.1,754,8731,281,9766,3,693,9766,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Jon-virosaurus_cl0_it2.consensus_ivar,MN090277.1,531,9070,162,9763,0,693,9763,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Jon-virosaurus_cl14_it2.consensus_ivar,MN090240.1,299,8359,467,9125,189,295,9125,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl14_it2.consensus_ivar.vs.MN090240.1.aln
Jon-virosaurus_cl14_it2.consensus_ivar,MN090277.1,296,8641,295,9232,296,295,9232,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl14_it2.consensus_ivar.vs.MN090277.1.aln
Jon-virosaurus_cl20_it2.consensus_ivar,MN090240.1,7700,1875,74,9649,7066,0,9649,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl20_it2.consensus_ivar.vs.MN090240.1.aln
Jon-virosaurus_cl20_it2.consensus_ivar,MN090277.1,7579,2108,10,9697,7114,0,9697,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl20_it2.consensus_ivar.vs.MN090277.1.aln
Jon-virosaurus_cl6_it2.consensus_ivar,MN090240.1,286,8730,282,9298,3,227,9298,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl6_it2.consensus_ivar.vs.MN090240.1.aln
Jon-virosaurus_cl6_it2.consensus_ivar,MN090277.1,63,9067,165,9295,0,227,9295,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl6_it2.consensus_ivar.vs.MN090277.1.aln
Jorah-MN090277-MZ766668_cl1_it2.consensus_ivar,MZ766668.1,0,9010,1,9011,0,1,9011,Jorah,MN090277-MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jorah.MN090277.MZ766668_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Jorah-MN090277_cl1_it2.consensus_ivar,MZ766668.1,1,9010,0,9011,1,0,9011,Jorah,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jorah.MN090277_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Jorah-MZ766668_cl0_it2.consensus_ivar,MZ766668.1,0,9010,1,9011,0,1,9011,Jorah,MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jorah.MZ766668_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Jorah-reference_cl0_it2.consensus_ivar,MZ766668.1,521,9010,1,9532,0,522,9532,Jorah,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jorah.reference_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Jorah-virosaurus_cl2_it2.consensus_ivar,MZ766668.1,214,8908,0,9122,103,76,9122,Jorah,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jorah.virosaurus_cl2_it2.consensus_ivar.vs.MZ766668.1.aln
Rickon-MN090188_cl0_it2.consensus_ivar,MN090188.1,0,9055,1,9056,0,1,9056,Rickon,MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Rickon.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-MN090277-MN090188_cl0_it2.consensus_ivar,MN090188.1,176,9055,1,9232,0,177,9232,Rickon,MN090277-MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Rickon.MN090277.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-MN090277_cl0_it2.consensus_ivar,MN090188.1,176,9055,1,9232,0,177,9232,Rickon,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Rickon.MN090277_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-reference_cl0_it2.consensus_ivar,MN090188.1,29,9054,1,9084,1,29,9084,Rickon,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Rickon.reference_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-virosaurus_cl0_it2.consensus_ivar,MN090188.1,48,9040,1,9089,15,34,9089,Rickon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Rickon.virosaurus_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090188_cl0_it2.consensus_ivar,MN090188.1,0,9056,0,9056,0,0,9056,Robb,MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090188_cl0_it2.consensus_ivar,MN090277.1,182,9004,49,9235,179,0,9235,Robb,MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090188_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Robb-MN090277-MN090188_cl0_it2.consensus_ivar,MN090188.1,176,9056,0,9232,0,1,9232,Robb,MN090277-MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090277.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090277-MN090188_cl0_it2.consensus_ivar,MN090277.1,6,9179,50,9235,3,1,9235,Robb,MN090277-MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090277.MN090188_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Robb-MN090277_cl0_it2.consensus_ivar,MN090188.1,176,9056,0,9232,0,1,9232,Robb,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090277_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090277_cl0_it2.consensus_ivar,MN090277.1,6,9179,50,9235,3,1,9235,Robb,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090277_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Robb-reference_cl1_it2.consensus_ivar,MN090188.1,239,9056,0,9295,0,227,9295,Robb,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.reference_cl1_it2.consensus_ivar.vs.MN090188.1.aln
Robb-reference_cl1_it2.consensus_ivar,MN090277.1,69,9016,213,9298,3,227,9298,Robb,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.reference_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Robb-virosaurus_cl0_it2.consensus_ivar,MN090188.1,239,9056,0,9295,0,227,9295,Robb,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.virosaurus_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-virosaurus_cl0_it2.consensus_ivar,MN090277.1,69,9016,213,9298,3,227,9298,Robb,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.virosaurus_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-MN090240_cl0_it2.consensus_ivar,MN090240.1,10,8956,59,9025,0,1,9025,Sansa,MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-MN090240_cl0_it2.consensus_ivar,MN090277.1,213,8798,224,9235,210,1,9235,Sansa,MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090240_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-MN090277-MN090240_cl0_it2.consensus_ivar,MN090240.1,214,8937,78,9229,0,1,9229,Sansa,MN090277-MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090277.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-MN090277-MN090240_cl0_it2.consensus_ivar,MN090277.1,9,9022,204,9235,6,1,9235,Sansa,MN090277-MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090277.MN090240_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-MN090277_cl0_it2.consensus_ivar,MN090240.1,214,8937,78,9229,0,1,9229,Sansa,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090277_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-MN090277_cl0_it2.consensus_ivar,MN090277.1,9,9022,204,9235,6,1,9235,Sansa,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090277_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-reference_cl0_it2.consensus_ivar,MN090240.1,3569,7211,1713,12493,91,22,12493,Sansa,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.reference_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-reference_cl0_it2.consensus_ivar,MN090277.1,3530,7291,1761,12582,180,22,12582,Sansa,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.reference_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-reference_cl1_it2.consensus_ivar,MN090240.1,452,8960,55,9467,0,339,9467,Sansa,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.reference_cl1_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-reference_cl1_it2.consensus_ivar,MN090277.1,253,8835,388,9476,9,339,9476,Sansa,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.reference_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-virosaurus_cl0_it2.consensus_ivar,MN090240.1,766,8848,153,9767,14,758,9767,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-virosaurus_cl0_it2.consensus_ivar,MN090277.1,543,8815,406,9764,11,758,9764,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-virosaurus_cl1_it2.consensus_ivar,MN090240.1,784,8898,85,9767,32,218,9767,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl1_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-virosaurus_cl1_it2.consensus_ivar,MN090277.1,573,8854,343,9770,35,218,9770,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-virosaurus_cl4_it2.consensus_ivar,MN090240.1,283,8934,81,9298,0,227,9298,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl4_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-virosaurus_cl4_it2.consensus_ivar,MN090277.1,66,8868,364,9298,0,227,9298,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl4_it2.consensus_ivar.vs.MN090277.1.aln
Theon-MN090240_cl0_it2.consensus_ivar,MN090240.1,0,9014,1,9015,0,1,9015,Theon,MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Theon.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-MN090277-MN090240_cl0_it2.consensus_ivar,MN090240.1,210,8996,19,9225,0,229,9225,Theon,MN090277-MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Theon.MN090277.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-MN090277_cl0_it2.consensus_ivar,MN090240.1,210,8996,19,9225,0,229,9225,Theon,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Theon.MN090277_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-reference_cl0_it2.consensus_ivar,MN090240.1,273,8996,19,9288,0,292,9288,Theon,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Theon.reference_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-virosaurus_cl0_it2.consensus_ivar,MN090240.1,273,8996,19,9288,0,292,9288,Theon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Theon.virosaurus_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Tyrion-MN090277-MZ766668_cl0_it2.consensus_ivar,MZ766668.1,369,7778,1161,9308,72,1,9308,Tyrion,MN090277-MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277.MZ766668_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277-MZ766668_cl0_it2.consensus_ivar,MN090277.1,4,9029,203,9236,0,1,9236,Tyrion,MN090277-MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277.MZ766668_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MN090277-MZ766668_cl1_it2.consensus_ivar,MZ766668.1,8,8927,77,9012,7,0,9012,Tyrion,MN090277-MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277.MZ766668_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277-MZ766668_cl1_it2.consensus_ivar,MN090277.1,345,7625,1321,9291,286,0,9291,Tyrion,MN090277-MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277.MZ766668_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MN090277_cl0_it2.consensus_ivar,MZ766668.1,369,7778,1161,9308,72,1,9308,Tyrion,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277_cl0_it2.consensus_ivar,MN090277.1,4,9029,203,9236,0,1,9236,Tyrion,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MN090277_cl1_it2.consensus_ivar,MZ766668.1,108,8930,66,9104,15,0,9104,Tyrion,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277_cl1_it2.consensus_ivar,MN090277.1,259,7726,1305,9290,201,0,9290,Tyrion,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MZ766668_cl0_it2.consensus_ivar,MZ766668.1,9,8920,84,9013,7,0,9013,Tyrion,MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MZ766668_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MZ766668_cl0_it2.consensus_ivar,MN090277.1,346,7635,1311,9292,286,0,9292,Tyrion,MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MZ766668_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MZ766668_cl1_it2.consensus_ivar,MZ766668.1,255,7682,1222,9159,107,0,9159,Tyrion,MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MZ766668_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MZ766668_cl1_it2.consensus_ivar,MN090277.1,180,8916,136,9232,180,0,9232,Tyrion,MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MZ766668_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-reference_cl1_it2.consensus_ivar,MZ766668.1,529,8949,55,9533,7,521,9533,Tyrion,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.reference_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-reference_cl1_it2.consensus_ivar,MN090277.1,590,7624,1460,9674,148,521,9674,Tyrion,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.reference_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-reference_cl2_it2.consensus_ivar,MZ766668.1,416,7702,1243,9361,66,222,9361,Tyrion,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.reference_cl2_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-reference_cl2_it2.consensus_ivar,MN090277.1,63,8933,299,9295,0,222,9295,Tyrion,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.reference_cl2_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-virosaurus_cl1_it2.consensus_ivar,MZ766668.1,904,8950,61,9915,0,255,9915,Tyrion,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.virosaurus_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-virosaurus_cl1_it2.consensus_ivar,MN090277.1,907,7663,1457,10027,112,255,10027,Tyrion,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.virosaurus_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-virosaurus_cl21_it2.consensus_ivar,MZ766668.1,416,7703,1242,9361,66,222,9361,Tyrion,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.virosaurus_cl21_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-virosaurus_cl21_it2.consensus_ivar,MN090277.1,63,8932,300,9295,0,222,9295,Tyrion,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.virosaurus_cl21_it2.consensus_ivar.vs.MN090277.1.aln
